ID	Sample.Name	Sample_name	host_subject_id	Date	study_day	SAMPLE_TYPE	Location	run_prefix..exp.	env_material	surcat	Bases
ERR1459719	SAMEA4037464	qiita_sid_10172:10172.729	R9016.Cold Tap Water.-23	2/1/13	-23	Cold Tap Water	R9016	MiSeq1	water	Water	4958236
ERR1459720	SAMEA4037465	qiita_sid_10172:10172.730	R10016.Floor.-23	2/1/13	-23	Floor	R10016	MiSeq1	surface layer	Room_Surface	151
ERR1459721	SAMEA4037466	qiita_sid_10172:10172.731	R10016.Cold Tap Water.-23	2/1/13	-23	Cold Tap Water	R10016	MiSeq1	water	Water	151
ERR1459722	SAMEA4037467	qiita_sid_10172:10172.732	NA.BLANK.-23	2/1/13	-23	blank control		MiSeq1	sterile water		860851
ERR1459723	SAMEA4037468	qiita_sid_10172:10172.733	R9016.Floor.-22	2/2/13	-22	Floor	R9016	MiSeq1	surface layer	Room_Surface	3919054
ERR1459724	SAMEA4037469	qiita_sid_10172:10172.734	R9016.Cold Tap Water.-22	2/2/13	-22	Cold Tap Water	R9016	MiSeq1	water	Water	2878211
ERR1459725	SAMEA4037470	qiita_sid_10172:10172.735	R10016.Floor.-22	2/2/13	-22	Floor	R10016	MiSeq1	surface layer	Room_Surface	2781722
ERR1459726	SAMEA4037471	qiita_sid_10172:10172.736	R10016.Cold Tap Water.-22	2/2/13	-22	Cold Tap Water	R10016	MiSeq1	water	Water	5588208
ERR1459727	SAMEA4037472	qiita_sid_10172:10172.738	R9016.Floor.-21	2/3/13	-21	Floor	R9016	MiSeq1	surface layer	Room_Surface	7129314
ERR1459728	SAMEA4037473	qiita_sid_10172:10172.739	R9016.Cold Tap Water.-21	2/3/13	-21	Cold Tap Water	R9016	MiSeq1	water	Water	5704025
ERR1459729	SAMEA4037474	qiita_sid_10172:10172.740	R10016.Floor.-21	2/3/13	-21	Floor	R10016	MiSeq1	surface layer	Room_Surface	18422
ERR1459730	SAMEA4037475	qiita_sid_10172:10172.741	R10016.Cold Tap Water.-21	2/3/13	-21	Cold Tap Water	R10016	MiSeq1	water	Water	7034335
ERR1459731	SAMEA4037476	qiita_sid_10172:10172.743	R9016.Floor.-20	2/4/13	-20	Floor	R9016	MiSeq1	surface layer	Room_Surface	2850880
ERR1459732	SAMEA4037477	qiita_sid_10172:10172.744	R9016.Cold Tap Water.-20	2/4/13	-20	Cold Tap Water	R9016	MiSeq1	water	Water	4149631
ERR1459733	SAMEA4037478	qiita_sid_10172:10172.745	R10016.Floor.-20	2/4/13	-20	Floor	R10016	MiSeq1	surface layer	Room_Surface	2894066
ERR1459734	SAMEA4037479	qiita_sid_10172:10172.746	R10016.Cold Tap Water.-20	2/4/13	-20	Cold Tap Water	R10016	MiSeq1	water	Water	5525241
ERR1459735	SAMEA4037480	qiita_sid_10172:10172.747	NA.BLANK.-20	2/4/13	-20	blank control		MiSeq1	sterile water		1253904
ERR1459736	SAMEA4037481	qiita_sid_10172:10172.748	R9016.Floor.-19	2/5/13	-19	Floor	R9016	MiSeq1	surface layer	Room_Surface	4626187
ERR1459737	SAMEA4037482	qiita_sid_10172:10172.749	R9016.Cold Tap Water.-19	2/5/13	-19	Cold Tap Water	R9016	MiSeq1	water	Water	3315205
ERR1459738	SAMEA4037483	qiita_sid_10172:10172.750	R10016.Floor.-19	2/5/13	-19	Floor	R10016	MiSeq1	surface layer	Room_Surface	151
ERR1459739	SAMEA4037484	qiita_sid_10172:10172.757	R9016.Floor.-18	2/6/13	-18	Floor	R9016	MiSeq1	surface layer	Room_Surface	6240981
ERR1459740	SAMEA4037485	qiita_sid_10172:10172.775	R10016.Cold Tap Water.-18	2/6/13	-18	Cold Tap Water	R10016	MiSeq1	water	Water	3300105
ERR1459741	SAMEA4037486	qiita_sid_10172:10172.788	R9016.Floor.-17	2/7/13	-17	Floor	R9016	MiSeq1	surface layer	Room_Surface	3813203
ERR1459742	SAMEA4037487	qiita_sid_10172:10172.793	R9016.Floor.-16	2/8/13	-16	Floor	R9016	MiSeq1	surface layer	Room_Surface	3446877
ERR1459743	SAMEA4037488	qiita_sid_10172:10172.794	R9016.Cold Tap Water.-16	2/8/13	-16	Cold Tap Water	R9016	MiSeq1	water	Water	2281157
ERR1459744	SAMEA4037489	qiita_sid_10172:10172.798	R9016.Floor.-15	2/9/13	-15	Floor	R9016	MiSeq1	surface layer	Room_Surface	1063644
ERR1459745	SAMEA4037490	qiita_sid_10172:10172.799	R9016.Cold Tap Water.-15	2/9/13	-15	Cold Tap Water	R9016	MiSeq1	water	Water	7879935
ERR1459746	SAMEA4037491	qiita_sid_10172:10172.801	R10016.Cold Tap Water.-15	2/9/13	-15	Cold Tap Water	R10016	MiSeq1	water	Water	8697751
ERR1459747	SAMEA4037492	qiita_sid_10172:10172.803	R9016.Floor.-14	2/10/13	-14	Floor	R9016	MiSeq1	surface layer	Room_Surface	4347139
ERR1459748	SAMEA4037493	qiita_sid_10172:10172.804	R9016.Cold Tap Water.-14	2/10/13	-14	Cold Tap Water	R9016	MiSeq1	water	Water	3866053
ERR1459749	SAMEA4037494	qiita_sid_10172:10172.805	R10016.Floor.-14	2/10/13	-14	Floor	R10016	MiSeq1	surface layer	Room_Surface	3460920
ERR1459750	SAMEA4037495	qiita_sid_10172:10172.904	R10016.Floor.-4	2/20/13	-4	Floor	R10016	MiSeq1	surface layer	Room_Surface	8257737
ERR1459751	SAMEA4037496	qiita_sid_10172:10172.905	R10016.Cold Tap Water.-4	2/20/13	-4	Cold Tap Water	R10016	MiSeq1	water	Water	5694965
ERR1459752	SAMEA4037497	qiita_sid_10172:10172.919	R9016.Cold Tap Water.-3	2/21/13	-3	Cold Tap Water	R9016	MiSeq1	water	Water	3711278
ERR1459753	SAMEA4037498	qiita_sid_10172:10172.920	R10016.Floor.-3	2/21/13	-3	Floor	R10016	MiSeq1	surface layer	Room_Surface	5198477
ERR1459754	SAMEA4037499	qiita_sid_10172:10172.921	R10016.Cold Tap Water.-3	2/21/13	-3	Cold Tap Water	R10016	MiSeq1	water	Water	2169568
ERR1459755	SAMEA4037500	qiita_sid_10172:10172.923	R9016.Floor.-2	2/22/13	-2	Floor	R9016	MiSeq1	surface layer	Room_Surface	2858430
ERR1459756	SAMEA4037501	qiita_sid_10172:10172.924	R9016.Cold Tap Water.-2	2/22/13	-2	Cold Tap Water	R9016	MiSeq1	water	Water	4083342
ERR1459757	SAMEA4037502	qiita_sid_10172:10172.925	R10016.Floor.-2	2/22/13	-2	Floor	R10016	MiSeq1	surface layer	Room_Surface	7189563
ERR1459758	SAMEA4037503	qiita_sid_10172:10172.926	R10016.Cold Tap Water.-2	2/22/13	-2	Cold Tap Water	R10016	MiSeq1	water	Water	2976663
ERR1459759	SAMEA4037504	qiita_sid_10172:10172.928	R9016.Hand.0	2/24/13	0	Hand	R9016	MiSeq1	sebum	Patient_Skin	6676163
ERR1459760	SAMEA4037505	qiita_sid_10172:10172.930	R9016.Inguinal Fold.0	2/24/13	0	Inguinal Fold	R9016	MiSeq1	sebum	Patient_Skin	3555748
ERR1459761	SAMEA4037506	qiita_sid_10172:10172.933	R9016.Floor.0	2/24/13	0	Floor	R9016	MiSeq1	surface layer	Room_Surface	2851484
ERR1459762	SAMEA4037507	qiita_sid_10172:10172.935	R10016.Hand.0	2/24/13	0	Hand	R10016	MiSeq1	sebum	Patient_Skin	2682968
ERR1459763	SAMEA4037508	qiita_sid_10172:10172.936	R10016.Nose.0	2/24/13	0	Nose	R10016	MiSeq1	sebum	Patient_Skin	3245896
ERR1459764	SAMEA4037509	qiita_sid_10172:10172.937	R10016.Inguinal Fold.0	2/24/13	0	Inguinal Fold	R10016	MiSeq1	sebum	Patient_Skin	2341708
ERR1459765	SAMEA4037510	qiita_sid_10172:10172.938	R10016.Bedrail.0	2/24/13	0	Bedrail	R10016	MiSeq1	surface layer	Room_Surface	3677303
ERR1459766	SAMEA4037511	qiita_sid_10172:10172.939	R10016.Glove from Glove Box.0	2/24/13	0	Glove from Glove Box	R10016	MiSeq1	surface layer	Glove	1319287
ERR1459767	SAMEA4037512	qiita_sid_10172:10172.940	R10016.Floor.0	2/24/13	0	Floor	R10016	MiSeq1	surface layer	Room_Surface	3577945
ERR1459768	SAMEA4037513	qiita_sid_10172:10172.941	R10016.Cold Tap Water.0	2/24/13	0	Cold Tap Water	R10016	MiSeq1	water	Water	3621433
ERR1459769	SAMEA4037514	qiita_sid_10172:10172.943	R9016.Hand.1	2/25/13	1	Hand	R9016	MiSeq1	sebum	Patient_Skin	3021510
ERR1459770	SAMEA4037515	qiita_sid_10172:10172.944	R9016.Nose.1	2/25/13	1	Nose	R9016	MiSeq1	sebum	Patient_Skin	3989420
ERR1459771	SAMEA4037516	qiita_sid_10172:10172.945	R9016.Inguinal Fold.1	2/25/13	1	Inguinal Fold	R9016	MiSeq1	sebum	Patient_Skin	4276622
ERR1459772	SAMEA4037517	qiita_sid_10172:10172.948	R9016.Floor.1	2/25/13	1	Floor	R9016	MiSeq1	surface layer	Room_Surface	8097677
ERR1459773	SAMEA4037518	qiita_sid_10172:10172.950	R10016.Hand.1	2/25/13	1	Hand	R10016	MiSeq1	sebum	Patient_Skin	5358990
ERR1459774	SAMEA4037519	qiita_sid_10172:10172.951	R10016.Nose.1	2/25/13	1	Nose	R10016	MiSeq1	sebum	Patient_Skin	4696100
ERR1459775	SAMEA4037520	qiita_sid_10172:10172.952	R10016.Inguinal Fold.1	2/25/13	1	Inguinal Fold	R10016	MiSeq1	sebum	Patient_Skin	3963146
ERR1459776	SAMEA4037521	qiita_sid_10172:10172.953	R10016.Bedrail.1	2/25/13	1	Bedrail	R10016	MiSeq1	surface layer	Room_Surface	3948197
ERR1459777	SAMEA4037522	qiita_sid_10172:10172.954	R10016.Glove from Glove Box.1	2/25/13	1	Glove from Glove Box	R10016	MiSeq1	surface layer	Glove	6660912
ERR1459778	SAMEA4037523	qiita_sid_10172:10172.955	R10016.Floor.1	2/25/13	1	Floor	R10016	MiSeq1	surface layer	Room_Surface	4150084
ERR1459779	SAMEA4037524	qiita_sid_10172:10172.956	R10016.Cold Tap Faucet Handle.1	2/25/13	1	Cold Tap Faucet Handle	R10016	MiSeq1	surface layer	Room_Surface	1530838
ERR1459780	SAMEA4037525	qiita_sid_10172:10172.958	R9016.Hand.2	2/26/13	2	Hand	R9016	MiSeq1	sebum	Patient_Skin	3319735
ERR1459781	SAMEA4037526	qiita_sid_10172:10172.959	R9016.Nose.2	2/26/13	2	Nose	R9016	MiSeq1	sebum	Patient_Skin	2905240
ERR1459782	SAMEA4037527	qiita_sid_10172:10172.960	R9016.Inguinal Fold.2	2/26/13	2	Inguinal Fold	R9016	MiSeq1	sebum	Patient_Skin	4084399
ERR1459783	SAMEA4037528	qiita_sid_10172:10172.961	R9016.Bedrail.2	2/26/13	2	Bedrail	R9016	MiSeq1	surface layer	Room_Surface	2875795
ERR1459784	SAMEA4037529	qiita_sid_10172:10172.962	R9016.Glove from Glove Box.2	2/26/13	2	Glove from Glove Box	R9016	MiSeq1	surface layer	Glove	2003770
ERR1459785	SAMEA4037530	qiita_sid_10172:10172.963	R9016.Floor.2	2/26/13	2	Floor	R9016	MiSeq1	surface layer	Room_Surface	3791912
ERR1459786	SAMEA4037531	qiita_sid_10172:10172.965	R10016.Hand.2	2/26/13	2	Hand	R10016	MiSeq1	sebum	Patient_Skin	3187157
ERR1459787	SAMEA4037532	qiita_sid_10172:10172.966	R10016.Nose.2	2/26/13	2	Nose	R10016	MiSeq1	sebum	Patient_Skin	4042270
ERR1459788	SAMEA4037533	qiita_sid_10172:10172.967	R10016.Inguinal Fold.2	2/26/13	2	Inguinal Fold	R10016	MiSeq1	sebum	Patient_Skin	4290665
ERR1459789	SAMEA4037534	qiita_sid_10172:10172.968	R10016.Bedrail.2	2/26/13	2	Bedrail	R10016	MiSeq1	surface layer	Room_Surface	10443311
ERR1459790	SAMEA4037535	qiita_sid_10172:10172.969	R10016.Glove from Glove Box.2	2/26/13	2	Glove from Glove Box	R10016	MiSeq1	surface layer	Glove	3549557
ERR1459791	SAMEA4037536	qiita_sid_10172:10172.970	R10016.Floor.2	2/26/13	2	Floor	R10016	MiSeq1	surface layer	Room_Surface	6051023
ERR1459792	SAMEA4037537	qiita_sid_10172:10172.971	R10016.Cold Tap Faucet Handle.2	2/26/13	2	Cold Tap Faucet Handle	R10016	MiSeq1	surface layer	Room_Surface	1139144
ERR1459793	SAMEA4037538	qiita_sid_10172:10172.3692	R9018.Floor.87	5/22/13	87	Floor	R9018	HiSeq1_4	surface layer	Room_Surface	6110595
ERR1459794	SAMEA4037539	qiita_sid_10172:10172.1000	R9017.Cold Tap Faucet Handle.3	2/27/13	3	Cold Tap Faucet Handle	R9017	HiSeq2_4	surface layer	Room_Surface	1629
ERR1459795	SAMEA4037540	qiita_sid_10172:10172.1001	R9018.Hand.3	2/27/13	3	Hand	R9018	HiSeq2_4	sebum	Patient_Skin	4055
ERR1459796	SAMEA4037541	qiita_sid_10172:10172.1002	R9018.Nose.3	2/27/13	3	Nose	R9018	HiSeq2_4	sebum	Patient_Skin	2282
ERR1459797	SAMEA4037542	qiita_sid_10172:10172.1003	R9018.Inguinal Fold.3	2/27/13	3	Inguinal Fold	R9018	HiSeq2_4	sebum	Patient_Skin	1000
ERR1459798	SAMEA4037543	qiita_sid_10172:10172.1004	R9018.Bedrail.3	2/27/13	3	Bedrail	R9018	HiSeq2_4	surface layer	Room_Surface	1262
ERR1459799	SAMEA4037544	qiita_sid_10172:10172.1006	R9018.Floor.3	2/27/13	3	Floor	R9018	HiSeq2_4	surface layer	Room_Surface	1237
ERR1459800	SAMEA4037545	qiita_sid_10172:10172.1007	R9018.Cold Tap Faucet Handle.3	2/27/13	3	Cold Tap Faucet Handle	R9018	HiSeq2_4	surface layer	Room_Surface	912
ERR1459801	SAMEA4037546	qiita_sid_10172:10172.1040	R10014.Hand.3	2/27/13	3	Hand	R10014	HiSeq2_4	sebum	Patient_Skin	2906
ERR1459802	SAMEA4037547	qiita_sid_10172:10172.1041	R10014.Nose.3	2/27/13	3	Nose	R10014	HiSeq2_4	sebum	Patient_Skin	7223
ERR1459803	SAMEA4037548	qiita_sid_10172:10172.1042	R10014.Inguinal Fold.3	2/27/13	3	Inguinal Fold	R10014	HiSeq2_4	sebum	Patient_Skin	2041
ERR1459804	SAMEA4037549	qiita_sid_10172:10172.1043	R10014.Bedrail.3	2/27/13	3	Bedrail	R10014	HiSeq2_4	surface layer	Room_Surface	7650
ERR1459805	SAMEA4037550	qiita_sid_10172:10172.1044	R10014.Glove from Glove Box.3	2/27/13	3	Glove from Glove Box	R10014	HiSeq2_4	surface layer	Glove	1524
ERR1459806	SAMEA4037551	qiita_sid_10172:10172.1045	R10014.Floor.3	2/27/13	3	Floor	R10014	HiSeq2_4	surface layer	Room_Surface	1789
ERR1459807	SAMEA4037552	qiita_sid_10172:10172.1046	R10014.Cold Tap Faucet Handle.3	2/27/13	3	Cold Tap Faucet Handle	R10014	HiSeq2_4	surface layer	Room_Surface	2134
ERR1459808	SAMEA4037553	qiita_sid_10172:10172.1047	R10015.Hand.3	2/27/13	3	Hand	R10015	HiSeq2_4	sebum	Patient_Skin	883
ERR1459809	SAMEA4037554	qiita_sid_10172:10172.1048	R10015.Nose.3	2/27/13	3	Nose	R10015	HiSeq2_4	sebum	Patient_Skin	1647
ERR1459810	SAMEA4037555	qiita_sid_10172:10172.1049	R10015.Inguinal Fold.3	2/27/13	3	Inguinal Fold	R10015	HiSeq2_4	sebum	Patient_Skin	3545
ERR1459811	SAMEA4037556	qiita_sid_10172:10172.1050	R10015.Bedrail.3	2/27/13	3	Bedrail	R10015	HiSeq2_4	surface layer	Room_Surface	1390
ERR1459812	SAMEA4037557	qiita_sid_10172:10172.1051	R10015.Glove from Glove Box.3	2/27/13	3	Glove from Glove Box	R10015	HiSeq2_4	surface layer	Glove	1906
ERR1459813	SAMEA4037558	qiita_sid_10172:10172.1052	R10015.Floor.3	2/27/13	3	Floor	R10015	HiSeq2_4	surface layer	Room_Surface	1276
ERR1459814	SAMEA4037559	qiita_sid_10172:10172.1053	R10015.Cold Tap Faucet Handle.3	2/27/13	3	Cold Tap Faucet Handle	R10015	HiSeq2_4	surface layer	Room_Surface	5945
ERR1459815	SAMEA4037560	qiita_sid_10172:10172.1054	R10016.Hand.3	2/27/13	3	Hand	R10016	HiSeq2_4	sebum	Patient_Skin	5398
ERR1459816	SAMEA4037561	qiita_sid_10172:10172.1055	R10016.Nose.3	2/27/13	3	Nose	R10016	HiSeq2_4	sebum	Patient_Skin	2019
ERR1459817	SAMEA4037562	qiita_sid_10172:10172.1056	R10016.Inguinal Fold.3	2/27/13	3	Inguinal Fold	R10016	HiSeq2_4	sebum	Patient_Skin	3553
ERR1459818	SAMEA4037563	qiita_sid_10172:10172.1057	R10016.Bedrail.3	2/27/13	3	Bedrail	R10016	HiSeq2_4	surface layer	Room_Surface	3628
ERR1459819	SAMEA4037564	qiita_sid_10172:10172.1058	R10016.Glove from Glove Box.3	2/27/13	3	Glove from Glove Box	R10016	HiSeq2_4	surface layer	Glove	1036
ERR1459820	SAMEA4037565	qiita_sid_10172:10172.1059	R10016.Floor.3	2/27/13	3	Floor	R10016	HiSeq2_4	surface layer	Room_Surface	1253
ERR1459821	SAMEA4037566	qiita_sid_10172:10172.1060	R10016.Cold Tap Faucet Handle.3	2/27/13	3	Cold Tap Faucet Handle	R10016	HiSeq2_4	surface layer	Room_Surface	3542
ERR1459822	SAMEA4037567	qiita_sid_10172:10172.1061	R10017.Hand.3	2/27/13	3	Hand	R10017	HiSeq2_4	sebum	Patient_Skin	1369
ERR1459823	SAMEA4037568	qiita_sid_10172:10172.1062	R10017.Nose.3	2/27/13	3	Nose	R10017	HiSeq2_4	sebum	Patient_Skin	3575
ERR1459824	SAMEA4037569	qiita_sid_10172:10172.1063	R10017.Inguinal Fold.3	2/27/13	3	Inguinal Fold	R10017	HiSeq2_4	sebum	Patient_Skin	5061
ERR1459825	SAMEA4037570	qiita_sid_10172:10172.1064	R10017.Bedrail.3	2/27/13	3	Bedrail	R10017	HiSeq2_4	surface layer	Room_Surface	2450
ERR1459826	SAMEA4037571	qiita_sid_10172:10172.1065	R10017.Glove from Glove Box.3	2/27/13	3	Glove from Glove Box	R10017	HiSeq2_4	surface layer	Glove	1755
ERR1459827	SAMEA4037572	qiita_sid_10172:10172.1066	R10017.Floor.3	2/27/13	3	Floor	R10017	HiSeq2_4	surface layer	Room_Surface	3653
ERR1459828	SAMEA4037573	qiita_sid_10172:10172.1067	R10017.Cold Tap Faucet Handle.3	2/27/13	3	Cold Tap Faucet Handle	R10017	HiSeq2_4	surface layer	Room_Surface	2169
ERR1459829	SAMEA4037574	qiita_sid_10172:10172.1068	R10018.Hand.3	2/27/13	3	Hand	R10018	HiSeq2_4	sebum	Patient_Skin	4280
ERR1459830	SAMEA4037575	qiita_sid_10172:10172.1069	R10018.Nose.3	2/27/13	3	Nose	R10018	HiSeq2_4	sebum	Patient_Skin	10123
ERR1459831	SAMEA4037576	qiita_sid_10172:10172.1070	R10018.Inguinal Fold.3	2/27/13	3	Inguinal Fold	R10018	HiSeq2_4	sebum	Patient_Skin	2054
ERR1459832	SAMEA4037577	qiita_sid_10172:10172.1071	R10018.Bedrail.3	2/27/13	3	Bedrail	R10018	HiSeq2_4	surface layer	Room_Surface	1633
ERR1459833	SAMEA4037578	qiita_sid_10172:10172.1072	R10018.Glove from Glove Box.3	2/27/13	3	Glove from Glove Box	R10018	HiSeq2_4	surface layer	Glove	760
ERR1459834	SAMEA4037579	qiita_sid_10172:10172.1073	R10018.Floor.3	2/27/13	3	Floor	R10018	HiSeq2_4	surface layer	Room_Surface	3141
ERR1459835	SAMEA4037580	qiita_sid_10172:10172.1074	R10018.Cold Tap Faucet Handle.3	2/27/13	3	Cold Tap Faucet Handle	R10018	HiSeq2_4	surface layer	Room_Surface	3940
ERR1459836	SAMEA4037581	qiita_sid_10172:10172.973	R9014.Hand.3	2/27/13	3	Hand	R9014	HiSeq2_4	sebum	Patient_Skin	1895
ERR1459837	SAMEA4037582	qiita_sid_10172:10172.974	R9014.Nose.3	2/27/13	3	Nose	R9014	HiSeq2_4	sebum	Patient_Skin	7484
ERR1459838	SAMEA4037583	qiita_sid_10172:10172.975	R9014.Inguinal Fold.3	2/27/13	3	Inguinal Fold	R9014	HiSeq2_4	sebum	Patient_Skin	1538
ERR1459839	SAMEA4037584	qiita_sid_10172:10172.976	R9014.Bedrail.3	2/27/13	3	Bedrail	R9014	HiSeq2_4	surface layer	Room_Surface	4323
ERR1459840	SAMEA4037585	qiita_sid_10172:10172.977	R9014.Glove from Glove Box.3	2/27/13	3	Glove from Glove Box	R9014	HiSeq2_4	surface layer	Glove	2875
ERR1459841	SAMEA4037586	qiita_sid_10172:10172.978	R9014.Floor.3	2/27/13	3	Floor	R9014	HiSeq2_4	surface layer	Room_Surface	1398
ERR1459842	SAMEA4037587	qiita_sid_10172:10172.979	R9014.Cold Tap Faucet Handle.3	2/27/13	3	Cold Tap Faucet Handle	R9014	HiSeq2_4	surface layer	Room_Surface	4453
ERR1459843	SAMEA4037588	qiita_sid_10172:10172.983	R9015.Bedrail.3	2/27/13	3	Bedrail	R9015	HiSeq2_4	surface layer	Room_Surface	2418
ERR1459844	SAMEA4037589	qiita_sid_10172:10172.985	R9015.Floor.3	2/27/13	3	Floor	R9015	HiSeq2_4	surface layer	Room_Surface	31581
ERR1459845	SAMEA4037590	qiita_sid_10172:10172.986	R9015.Cold Tap Faucet Handle.3	2/27/13	3	Cold Tap Faucet Handle	R9015	HiSeq2_4	surface layer	Room_Surface	2891
ERR1459846	SAMEA4037591	qiita_sid_10172:10172.987	R9016.Hand.3	2/27/13	3	Hand	R9016	HiSeq2_4	sebum	Patient_Skin	2511
ERR1459847	SAMEA4037592	qiita_sid_10172:10172.988	R9016.Nose.3	2/27/13	3	Nose	R9016	HiSeq2_4	sebum	Patient_Skin	2793
ERR1459848	SAMEA4037593	qiita_sid_10172:10172.989	R9016.Inguinal Fold.3	2/27/13	3	Inguinal Fold	R9016	HiSeq2_4	sebum	Patient_Skin	2274
ERR1459849	SAMEA4037594	qiita_sid_10172:10172.9903	R9014.Hand.283	12/4/13	283	Hand	R9014	HiSeq2_4	sebum	Patient_Skin	2143
ERR1459850	SAMEA4037595	qiita_sid_10172:10172.9904	R9014.Nose.283	12/4/13	283	Nose	R9014	HiSeq2_4	sebum	Patient_Skin	4086
ERR1459851	SAMEA4037596	qiita_sid_10172:10172.9905	R9014.Axilla.283	12/4/13	283	Axilla	R9014	HiSeq2_4	sebum	Patient_Skin	1779
ERR1459852	SAMEA4037597	qiita_sid_10172:10172.9906	R9014.Bedrail.283	12/4/13	283	Bedrail	R9014	HiSeq2_4	surface layer	Room_Surface	2793
ERR1459853	SAMEA4037598	qiita_sid_10172:10172.9907	R9014.Glove from Glove Box.283	12/4/13	283	Glove from Glove Box	R9014	HiSeq2_4	surface layer	Glove	1761
ERR1459854	SAMEA4037599	qiita_sid_10172:10172.9909	R9014.Cold Tap Faucet Handle.283	12/4/13	283	Cold Tap Faucet Handle	R9014	HiSeq2_4	surface layer	Room_Surface	380
ERR1459855	SAMEA4037600	qiita_sid_10172:10172.991	R9016.Glove from Glove Box.3	2/27/13	3	Glove from Glove Box	R9016	HiSeq2_4	surface layer	Glove	1373
ERR1459856	SAMEA4037601	qiita_sid_10172:10172.9910	R9015.Hand.283	12/4/13	283	Hand	R9015	HiSeq2_4	sebum	Patient_Skin	2515
ERR1459857	SAMEA4037602	qiita_sid_10172:10172.9911	R9015.Nose.283	12/4/13	283	Nose	R9015	HiSeq2_4	sebum	Patient_Skin	6220
ERR1459858	SAMEA4037603	qiita_sid_10172:10172.9913	R9015.Bedrail.283	12/4/13	283	Bedrail	R9015	HiSeq2_4	surface layer	Room_Surface	14876
ERR1459859	SAMEA4037604	qiita_sid_10172:10172.9914	R9015.Glove from Glove Box.283	12/4/13	283	Glove from Glove Box	R9015	HiSeq2_4	surface layer	Glove	1019
ERR1459860	SAMEA4037605	qiita_sid_10172:10172.9915	R9015.Floor.283	12/4/13	283	Floor	R9015	HiSeq2_4	surface layer	Room_Surface	7448
ERR1459861	SAMEA4037606	qiita_sid_10172:10172.9917	R9016.Hand.283	12/4/13	283	Hand	R9016	HiSeq2_4	sebum	Patient_Skin	758
ERR1459862	SAMEA4037607	qiita_sid_10172:10172.9918	R9016.Nose.283	12/4/13	283	Nose	R9016	HiSeq2_4	sebum	Patient_Skin	1404
ERR1459863	SAMEA4037608	qiita_sid_10172:10172.9919	R9016.Axilla.283	12/4/13	283	Axilla	R9016	HiSeq2_4	sebum	Patient_Skin	873
ERR1459864	SAMEA4037609	qiita_sid_10172:10172.992	R9016.Floor.3	2/27/13	3	Floor	R9016	HiSeq2_4	surface layer	Room_Surface	32686
ERR1459865	SAMEA4037610	qiita_sid_10172:10172.9920	R9016.Bedrail.283	12/4/13	283	Bedrail	R9016	HiSeq2_4	surface layer	Room_Surface	1759
ERR1459866	SAMEA4037611	qiita_sid_10172:10172.9922	R9016.Floor.283	12/4/13	283	Floor	R9016	HiSeq2_4	surface layer	Room_Surface	889
ERR1459867	SAMEA4037612	qiita_sid_10172:10172.9923	R9016.Cold Tap Faucet Handle.283	12/4/13	283	Cold Tap Faucet Handle	R9016	HiSeq2_4	surface layer	Room_Surface	632
ERR1459868	SAMEA4037613	qiita_sid_10172:10172.9927	R9017.Bedrail.283	12/4/13	283	Bedrail	R9017	HiSeq2_4	surface layer	Room_Surface	2284
ERR1459869	SAMEA4037614	qiita_sid_10172:10172.9928	R9017.Glove from Glove Box.283	12/4/13	283	Glove from Glove Box	R9017	HiSeq2_4	surface layer	Glove	4036
ERR1459870	SAMEA4037615	qiita_sid_10172:10172.9929	R9017.Floor.283	12/4/13	283	Floor	R9017	HiSeq2_4	surface layer	Room_Surface	1541
ERR1459871	SAMEA4037616	qiita_sid_10172:10172.993	R9016.Cold Tap Faucet Handle.3	2/27/13	3	Cold Tap Faucet Handle	R9016	HiSeq2_4	surface layer	Room_Surface	3289
ERR1459872	SAMEA4037617	qiita_sid_10172:10172.9931	R9018.Hand.283	12/4/13	283	Hand	R9018	HiSeq2_4	sebum	Patient_Skin	3443
ERR1459873	SAMEA4037618	qiita_sid_10172:10172.9932	R9018.Nose.283	12/4/13	283	Nose	R9018	HiSeq2_4	sebum	Patient_Skin	1884
ERR1459874	SAMEA4037619	qiita_sid_10172:10172.9933	R9018.Axilla.283	12/4/13	283	Axilla	R9018	HiSeq2_4	sebum	Patient_Skin	1495
ERR1459875	SAMEA4037620	qiita_sid_10172:10172.9934	R9018.Bedrail.283	12/4/13	283	Bedrail	R9018	HiSeq2_4	surface layer	Room_Surface	1758
ERR1459876	SAMEA4037621	qiita_sid_10172:10172.9935	R9018.Glove from Glove Box.283	12/4/13	283	Glove from Glove Box	R9018	HiSeq2_4	surface layer	Glove	6563
ERR1459877	SAMEA4037622	qiita_sid_10172:10172.994	R9017.Hand.3	2/27/13	3	Hand	R9017	HiSeq2_4	sebum	Patient_Skin	2942
ERR1459878	SAMEA4037623	qiita_sid_10172:10172.995	R9017.Nose.3	2/27/13	3	Nose	R9017	HiSeq2_4	sebum	Patient_Skin	6114
ERR1459879	SAMEA4037624	qiita_sid_10172:10172.996	R9017.Inguinal Fold.3	2/27/13	3	Inguinal Fold	R9017	HiSeq2_4	sebum	Patient_Skin	2110
ERR1459880	SAMEA4037625	qiita_sid_10172:10172.997	R9017.Bedrail.3	2/27/13	3	Bedrail	R9017	HiSeq2_4	surface layer	Room_Surface	7942
